VALE,VALE S.A.  American Depositary Shares Each Representing one common share
VAPO,Vapotherm Inc. Common Stock
VATE,INNOVATE Corp. Common Stock
VBF,Invesco Bond Fund Common Stock
VCV,Invesco California Value Municipal Income Trust Common Stock
VEEV,Veeva Systems Inc. Class A Common Stock
VEL,Velocity Financial Inc. Common Stock
VET,Vermilion Energy Inc. Common (Canada)
VFC,V.F. Corporation Common Stock
VGI,Virtus Global Multi-Sector Income Fund Common Shares of Beneficial Interest
VGM,Invesco Trust for Investment Grade Municipals Common Stock (DE)
VGR,Vector Group Ltd. Common Stock
VHC,VirnetX Holding Corp Common Stock
VHI,Valhi Inc. Common Stock
VIAO,VIA optronics AG American Depositary Shares each representing one-fifth of an Ordinary Share
VICI,VICI Properties Inc. Common Stock
VIPS,Vipshop Holdings Limited American Depositary Shares each representing two ordinary shares
VIST,Vista Energy S.A.B. de C.V. American Depositary Shares each representing one series A share with no par value
VIV,Telefonica Brasil S.A. American Depositary Shares (Each representing One Common Share)
VKQ,Invesco Municipal Trust Common Stock
VLD,Velo3D Inc. Common Stock
VLN,Valens Semiconductor Ltd. Ordinary Shares
VLO,Valero Energy Corporation Common Stock
VLRS,Controladora Vuela Compania de Aviacion S.A.B. de C.V. American Depositary Shares each representing ten (10) Ordinary Participation Certificates
VLT,Invesco High Income Trust II
VLTO,Veralto Corp Common Stock
VMC,Vulcan Materials Company (Holding Company) Common Stock
VMI,Valmont Industries Inc. Common Stock
VMO,Invesco Municipal Opportunity Trust Common Stock
VNCE,Vince Holding Corp. Common Stock
VNO,Vornado Realty Trust Common Stock
VNO^L,Vornado Realty Trust Pfd Ser L %
VNO^M,Vornado Realty Trust 5.25% Series M Cumulative Redeemable Preferred Shares of Beneficial Interest liquidation preference $25.00 per share no par value per share
VNO^N,Vornado Realty Trust 5.25% Series N Cumulative Redeemable Preferred Shares of Beneficial Interest liquidation preference $25.00 per share
VNO^O,Vornado Realty Trust 4.45% Series O Cumulative Redeemable Preferred Shares Liquidation Preference $25.00 Per Share
VNT,Vontier Corporation Common Stock
VOC,VOC Energy Trust Units of Beneficial Interest
VOYA,Voya Financial Inc. Common Stock
VOYA^B,Voya Financial Inc. Depositary Shares each representing a 1/40th interest in a share of 5.35% Fixed-Rate Reset Non-Cumulative Preferred Stock Series B
VPG,Vishay Precision Group Inc. Common Stock
VPV,Invesco Pennsylvania Value Municipal Income Trust Common Stock (DE)
VRE,Veris Residential Inc. Common Stock
VRT,Vertiv Holdings LLC Class A Common Stock
VSCO,Victorias Secret & Co. Common Stock
VSH,Vishay Intertechnology Inc. Common Stock
VST,Vistra Corp. Common Stock
VSTO,Vista Outdoor Inc. Common Stock
VSTS,Vestis Corporation Common Stock
VTEX,VTEX Class A Common Shares
VTLE,Vital Energy Inc. Common Stock par value $0.01 per share
VTMX,Corporacion Inmobiliaria Vesta S.A.B de C.V. American Depositary Shares each representing ten (10) Common Shares
VTN,Invesco Trust for Investment Grade New York Municipals Common Stock
VTOL,Bristow Group Inc. Common Stock
VTR,Ventas Inc. Common Stock
VTS,Vitesse Energy Inc. Common Stock
VVI,Viad Corp Common Stock
VVR,Invesco Senior Income Trust Common Stock (DE)
VVV,Valvoline Inc. Common Stock
VVX,V2X Inc. Common Stock
VYX,NCR Voyix Corporation Common Stock
VZIO,VIZIO Holding Corp. Class A Common Stock
W,Wayfair Inc. Class A Common Stock
WAB,Westinghouse Air Brake Technologies Corporation Common Stock
WAL,Western Alliance Bancorporation Common Stock (DE)
WAL^A,Western Alliance Bancorporation Depositary Shares Each Representing a 1/400th Interest in a Share of 4.250% Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series A
WAT,Waters Corporation Common Stock
WBS,Webster Financial Corporation Common Stock
WBS^F,Webster Financial Corporation Depositary Shares Each Representing 1/1000th Interest in a Share of 5.25% Series F Non-Cumulative Perpetual Preferred Stock
WBS^G,Webster Financial Corporation Depositary Shares each representing a 1/40th interest in a share of 6.50% Series G non-cumulative perpetual preferred stock
WBX,Wallbox N.V. Class A Ordinary Shares
WCC,WESCO International Inc. Common Stock
WCC^A,WESCO International Inc. Depositary Shares each representing 1/1000th interest in a share of Series A Fixed-Rate Reset Cumulative Perpetual Preferred Stock
WCN,Waste Connections Inc. Common Shares
WD,Walker & Dunlop Inc Common Stock
WDH,Waterdrop Inc. American Depositary Shares (each representing the right to receive 10 Class A Ordinary Shares)
WDI,Western Asset Diversified Income Fund Common Shares of Beneficial Interest
WDS,Woodside Energy Group Limited American Depositary Shares each representing one Ordinary Share
WEA,Western Asset Bond Fund Share of Beneficial Interest
WEAV,Weave Communications Inc. Common Stock
WEC,WEC Energy Group Inc. Common Stock
WEL,Integrated Wellness Acquisition Corp Class A Ordinary Shares
WELL,Welltower Inc. Common Stock
WES,Western Midstream Partners LP Common Units Representing Limited Partner Interests
WEX,WEX Inc. common stock
WF,Woori Financial Group Inc. American Depositary Shares (each representing three (3) shares of Common Stock)
WFC,Wells Fargo & Company Common Stock
WFC^A,Wells Fargo & Company Depositary Shares each representing a 1/1000th interest in a share of Non-Cumulative Perpetual Class A Preferred Stock Series AA
WFC^C,Wells Fargo & Company Depositary Shares each representing a 1/1000th interest in a share of Non-Cumulative Perpetual Class A Preferred Stock Series CC
WFC^D,Wells Fargo & Company Depositary Shares each representing a 1/1000th interest in  a share of Non-Cumulative Perpetual Class A Preferred Stock Series DD
WFC^L,Wells Fargo & Company 7.50% Non-Cumulative Perpetual Convertible Class A Preferred Stock Series L
WFC^R,Wells Fargo & Company Dep Shs Repstg 1/1000th Int Perp Pfd Cl A (Ser R Fixed To Flltg)
WFC^Y,Wells Fargo & Company Depositary Shares each representing a 1/1000th interest in a share of Non-Cumulative Perpetual Class A Preferred Stock Series Y
WFC^Z,Wells Fargo & Company Depositary Shares each representing a 1/1000th interest in a share of Non-Cumulative Perpetual Class A Preferred Stock Series Z
WFG,West Fraser Timber Co. Ltd Common stock
WGO,Winnebago Industries Inc. Common Stock
WH,Wyndham Hotels & Resorts Inc. Common Stock
WHD,Cactus Inc. Class A Common Stock
WHG,Westwood Holdings Group Inc Common Stock
WHR,Whirlpool Corporation Common Stock
WIA,Western Asset Inflation-Linked Income Fund
WIT,Wipro Limited Common Stock
WIW,Western Asset Inflation-Linked Opportunities & Income Fund
WK,Workiva Inc. Class A Common Stock
WKC,World Kinect Corporation Common Stock
WLK,Westlake Corporation Common Stock
WLKP,Westlake Chemical Partners LP Common Units representing limited partner interests
WLY,John Wiley & Sons Inc. Common Stock
WLYB,John Wiley & Sons Inc. Common Stock
WM,Waste Management Inc. Common Stock
WMB,Williams Companies Inc. (The) Common Stock
WMK,Weis Markets Inc. Common Stock
WMS,Advanced Drainage Systems Inc. Common Stock
WMT,Walmart Inc. Common Stock
WNC,Wabash National Corporation Common Stock
WNNR,Andretti Acquisition Corp. Class A Ordinary Shares
WNS,WNS (Holdings) Limited Sponsored ADR (Jersey)
WOLF,Wolfspeed Inc. Common Stock
WOR,Worthington Enterprises Inc. Common Shares
WOW,WideOpenWest Inc. Common Stock
WPC,W. P. Carey Inc. REIT
WPM,Wheaton Precious Metals Corp Common Shares (Canada)
WPP,WPP plc American Depositary Shares
WRB,W.R. Berkley Corporation Common Stock
WRB^E,W.R. Berkley Corporation 5.70% Subordinated Debentures due 2058
WRB^F,W.R. Berkley Corporation 5.10% Subordinated Debentures due 2059
WRB^G,W.R. Berkley Corporation 4.25% Subordinated Debentures due 2060
WRB^H,W.R. Berkley Corporation 4.125% Subordinated Debentures due 2061
WRBY,Warby Parker Inc. Class A Common Stock
WRK,Westrock Company Common Stock
WS,Worthington Steel Inc. Common Shares
WSM,Williams-Sonoma Inc. Common Stock (DE)
WSO,Watsco Inc. Common Stock
WSO/B,Watsco Inc.
WSR,Whitestone REIT Common Shares
WST,West Pharmaceutical Services Inc. Common Stock
WT,WisdomTree Inc. Common Stock
WTI,W&T Offshore Inc. Common Stock
WTM,White Mountains Insurance Group Ltd. Common Stock
WTRG,Essential Utilities Inc. Common Stock
WTS,Watts Water Technologies Inc. Class A Common Stock
WTTR,Select Water Solutions Inc. Class A common stock
WU,Western Union Company (The) Common Stock
WWW,Wolverine World Wide Inc. Common Stock
WY,Weyerhaeuser Company Common Stock
X,United States Steel Corporation Common Stock
XFLT,XAI Octagon Floating Rate & Alternative Income Term Trust Common Shares of Beneficial Interest
XFLT^A,XAI Octagon Floating Rate & Alternative Income Term Trust 6.50% Series 2026 Term Preferred Shares (Liquidation Preference $25.00)
XHR,Xenia Hotels & Resorts Inc. Common Stock
XIN,Xinyuan Real Estate Co Ltd American Depositary Shares
XOM,Exxon Mobil Corporation Common Stock
XPER,Xperi Inc. Common Stock
XPEV,XPeng Inc. American depositary shares each representing two Class A ordinary shares
XPO,XPO Inc. Common Stock
XPOF,Xponential Fitness Inc. Class A Common Stock
XPRO,Expro Group Holdings N.V. Common Stock
XYF,X Financial American Depositary Shares each representing six Class A Ordinary Shares
XYL,Xylem Inc. Common Stock New
YALA,Yalla Group Limited American Depositary Shares each representing one Class A Ordinary Share
YELP,Yelp Inc. Common Stock
YETI,YETI Holdings Inc. Common Stock
YEXT,Yext Inc. Common Stock
YMM,Full Truck Alliance Co. Ltd. American Depositary Shares (each representing 20 Class A Ordinary Shares)
YOU,Clear Secure Inc. Class A Common Stock
YPF,YPF Sociedad Anonima Common Stock
YRD,Yiren Digital Ltd. American Depositary Shares each representing two ordinary shares
YSG,Yatsen Holding Limited American Depositary Shares each representing four Class A ordinary shares
YUM,Yum! Brands Inc.
YUMC,Yum China Holdings Inc. Common Stock
ZBH,Zimmer Biomet Holdings Inc. Common Stock
ZEPP,Zepp Health Corporation American Depositary Shares
ZETA,Zeta Global Holdings Corp. Class A Common Stock
ZGN,Ermenegildo Zegna N.V. Ordinary Shares
ZH,Zhihu Inc. American Depositary Shares (every two of each representing one Class A ordinary share)
ZIM,ZIM Integrated Shipping Services Ltd. Ordinary Shares
ZIP,ZipRecruiter Inc. Class A Common Stock
ZTO,ZTO Express (Cayman) Inc. American Depositary Shares each representing one Class A ordinary share.
ZTR,Virtus Total Return Fund Inc.
ZTS,Zoetis Inc. Class A Common Stock
ZUO,Zuora Inc. Class A Common Stock
ZVIA,Zevia PBC Class A Common Stock
ZWS,Zurn Elkay Water Solutions Corporation Common Stock
AACG,ATA Creativity Global American Depositary Shares
AACI,Armada Acquisition Corp. I Common Stock
AACIW,Armada Acquisition Corp. I Warrant
AADI,Aadi Bioscience Inc. Common Stock
AAGR,African Agriculture Holdings Inc. Common Stock
AAGRW,African Agriculture Holdings Inc. Warrant
AAL,American Airlines Group Inc. Common Stock
AAME,Atlantic American Corporation Common Stock
AAOI,Applied Optoelectronics Inc. Common Stock
AAON,AAON Inc. Common Stock
AAPL,Apple Inc. Common Stock
ABAT,American Battery Technology Company Common Stock
ABCB,Ameris Bancorp Common Stock
ABCL,AbCellera Biologics Inc. Common Shares
ABEO,Abeona Therapeutics Inc. Common Stock
ABIO,ARCA biopharma Inc. Common Stock
ABL,Abacus Life Inc. Class A Common Stock
ABLLL,Abacus Life Inc. 9.875% Fixed Rate Senior Notes due 2028
ABLLW,Abacus Life Inc. Warrant
ABLV,Able View Global Inc. Class B Ordinary Shares
ABNB,Airbnb Inc. Class A Common Stock
ABOS,Acumen Pharmaceuticals Inc. Common Stock
ABSI,Absci Corporation Common Stock
ABTS,Abits Group Inc Ordinary Shares
ABUS,Arbutus Biopharma Corporation Common Stock
ABVC,ABVC BioPharma Inc. Common Stock
ABVX,Abivax SA American Depositary Shares
ACAB,Atlantic Coastal Acquisition Corp. II Class A Common Stock
ACAC,Acri Capital Acquisition Corporation Class A Common Stock
ACAD,ACADIA Pharmaceuticals Inc. Common Stock
ACAH,Atlantic Coastal Acquisition Corp. Class A Common Stock
ACAHU,Atlantic Coastal Acquisition Corp. Unit
ACAHW,Atlantic Coastal Acquisition Corp. Warrant
ACAX,Alset Capital Acquisition Corp. Class A Common Stock
ACAXR,Alset Capital Acquisition Corp. Right
ACAXU,Alset Capital Acquisition Corp. Unit
ACB,Aurora Cannabis Inc. Common Shares
ACBA,Ace Global Business Acquisition Limited Ordinary Shares
ACBAW,Ace Global Business Acquisition Limited Warrant
ACCD,Accolade Inc. Common Stock
ACDC,ProFrac Holding Corp. Class A Common Stock
ACET,Adicet Bio Inc. Common Stock
ACGL,Arch Capital Group Ltd. Common Stock
ACGLN,Arch Capital Group Ltd. Depositary Shares each Representing a 1/1000th Interest in a 4.550% Non-Cumulative Preferred Share Series G
ACGLO,Arch Capital Group Ltd. Depositary Shares Each Representing 1/1000th Interest in a Share of 5.45% Non-Cumulative Preferred Shares Series F
ACHC,Acadia Healthcare Company Inc. Common Stock
ACHL,Achilles Therapeutics plc American Depositary Shares
ACHV,Achieve Life Sciences Inc. Common Shares
ACIC,American Coastal Insurance Corporation Common Stock
ACIU,AC Immune SA Common Stock
ACIW,ACI Worldwide Inc. Common Stock
ACLS,Axcelis Technologies Inc. Common Stock
ACLX,Arcellx Inc. Common Stock
ACMR,ACM Research Inc. Class A Common Stock
ACNB,ACNB Corporation Common Stock
ACNT,Ascent Industries Co. Common Stock
ACON,Aclarion Inc. Common Stock
ACONW,Aclarion Inc. Warrant
ACOR,Acorda Therapeutics Inc. Common Stock
ACRS,Aclaris Therapeutics Inc. Common Stock
ACRV,Acrivon Therapeutics Inc. Common Stock
ACRX,AcelRx Pharmaceuticals Inc. Common Stock
ACST,Acasti Pharma Inc. Class A Common Stock
ACT,Enact Holdings Inc. Common Stock
ACTG,Acacia Research Corporation (Acacia Tech) Common Stock
ACVA,ACV Auctions Inc. Class A Common Stock
ACXP,Acurx Pharmaceuticals Inc. Common Stock
ADAG,Adagene Inc. American Depositary Shares
ADAP,Adaptimmune Therapeutics plc American Depositary Shares
ADBE,Adobe Inc. Common Stock
ADD,Color Star Technology Co. Ltd. Class A Ordinary Shares
ADEA,Adeia Inc. Common Stock
ADES,Advanced Emissions Solutions Inc. Common Stock
ADI,Analog Devices Inc. Common Stock
ADIL,Adial Pharmaceuticals Inc Common Stock
ADMA,ADMA Biologics Inc Common Stock
ADN,Advent Technologies Holdings Inc. Class A Common Stock
ADNWW,Advent Technologies Holdings Inc. Warrant
ADOC,Edoc Acquisition Corp. Class A Ordinary Share
ADOCR,Edoc Acquisition Corp. Right
ADOCW,Edoc Acquisition Corp. Warrant
ADP,Automatic Data Processing Inc. Common Stock
ADPT,Adaptive Biotechnologies Corporation Common Stock
ADSE,ADS-TEC ENERGY PLC Ordinary Shares
ADSEW,ADS-TEC ENERGY PLC Warrant
ADSK,Autodesk Inc. Common Stock
ADTH,AdTheorent Holding Company Inc. Common Stock
ADTHW,AdTheorent Holding Company Inc. Warrants
ADTN,ADTRAN Holdings Inc. Common Stock
ADTX,Aditxt Inc. Common Stock
ADUS,Addus HomeCare Corporation Common Stock
ADV,Advantage Solutions Inc. Class A Common Stock
ADVM,Adverum Biotechnologies Inc. Common Stock
ADVWW,Advantage Solutions Inc. Warrant
ADXN,Addex Therapeutics Ltd American Depositary Shares
AEAE,AltEnergy Acquisition Corp. Class A Common Stock
AEHL,Antelope Enterprise Holdings Limited Class A Ordinary Shares
AEHR,Aehr Test Systems Common Stock
AEI,Alset Inc. Common Stock (TX)
AEIS,Advanced Energy Industries Inc. Common Stock
AEMD,Aethlon Medical Inc. Common Stock
AENT,Alliance Entertainment Holding Corporation Class A Common Stock
AENTW,Alliance Entertainment Holding Corporation Warrants
AEP,American Electric Power Company Inc. Common Stock
AERT,Aeries Technology Inc. Class A Ordinary Share
AERTW,Aeries Technology Inc. Warrant
AEY,ADDvantage Technologies Group Inc. Common Stock
AEYE,AudioEye Inc. Common Stock
AEZS,Aeterna Zentaris Inc. Common Stock
AFAR,Aura FAT Projects Acquisition Corp Class A Ordinary Shares
AFARU,Aura FAT Projects Acquisition Corp Unit
AFARW,Aura FAT Projects Acquisition Corp Warrant
AFBI,Affinity Bancshares Inc. Common Stock (MD)
AFCG,AFC Gamma Inc. Common Stock
AFIB,Acutus Medical Inc. Common Stock
AFJKU,Aimei Health Technology Co. Ltd Unit
AFMD,Affimed N.V.
AFRI,Forafric Global PLC Ordinary Shares
AFRIW,Forafric Global PLC Warrants
AFRM,Affirm Holdings Inc. Class A Common Stock
AFYA,Afya Limited Class A Common Shares
AGAE,Allied Gaming & Entertainment Inc. Common Stock
AGBA,AGBA Group Holding Limited Ordinary Share
AGBAW,AGBA Group Holding Limited Warrant
AGEN,Agenus Inc. Common Stock
AGFY,Agrify Corporation Common Stock
AGIO,Agios Pharmaceuticals Inc. Common Stock
AGMH,AGM Group Holdings Inc. Class A Ordinary Shares
AGNC,AGNC Investment Corp. Common Stock
AGNCL,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 7.75% Series G Fixed-Rate Reset Cumulative Redeemable Preferred Stock
AGNCM,AGNC Investment Corp. Depositary Shares rep 6.875% Series D Fixed-to-Floating Cumulative Redeemable Preferred Stock
AGNCN,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 7.00% Series C Fixed-To-Floating Rate Cumulative Redeemable Preferred Stock
AGNCO,AGNC Investment Corp. Depositary Shares each representing a 1/1000th interest in a share of 6.50% Series E Fixed-to-Floating Cumulative Redeemable Preferred Stock
AGNCP,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 6.125% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock
AGRI,AgriFORCE  Growing Systems Ltd. Common Shares
AGRIW,AgriFORCE  Growing Systems Ltd. Warrant
AGRX,Agile Therapeutics Inc. Common Stock
AGYS,Agilysys Inc. Common Stock (DE)
AHCO,AdaptHealth Corp. Common Stock
AHG,Akso Health Group ADS
AHI,Advanced Health Intelligence Ltd. American Depositary Shares
AIB,AIB Acquisition Corporation Class A Ordinary Shares
AIH,Aesthetic Medical International Holdings Group Ltd. American Depositary Shares
AIHS,Senmiao Technology Limited Common Stock
AIMD,Ainos Inc. Common Stock
AIP,Arteris Inc. Common Stock
AIRE,reAlpha Tech Corp. Common Stock
AIRG,Airgain Inc. Common Stock
AIRS,AirSculpt Technologies Inc. Common Stock
AIRT,Air T Inc. Common Stock
AIRTP,Air T Inc. Air T Funding Alpha Income Trust Preferred Securities
AITRU,AI TRANSPORTATION ACQUISITION CORP Unit
AIXI,XIAO-I Corporation American Depositary Shares
AKAM,Akamai Technologies Inc. Common Stock
AKAN,Akanda Corp. Common Shares
AKBA,Akebia Therapeutics Inc. Common Stock
AKLI,Akili Inc. Common Stock
AKRO,Akero Therapeutics Inc. Common Stock
AKTS,Akoustis Technologies Inc. Common Stock
AKTX,Akari Therapeutics plc ADS
AKYA,Akoya BioSciences Inc. Common Stock
ALAR,Alarum Technologies Ltd. American Depositary Share
ALBT,Avalon GloboCare Corp. Common Stock
ALCO,Alico Inc. Common Stock
ALCY,Alchemy Investments Acquisition Corp 1 Class A Ordinary Shares
ALDX,Aldeyra Therapeutics Inc. Common Stock
ALEC,Alector Inc. Common Stock
ALGM,Allegro MicroSystems Inc. Common Stock
ALGN,Align Technology Inc. Common Stock
ALGS,Aligos Therapeutics Inc. Common Stock
ALGT,Allegiant Travel Company Common Stock
ALHC,Alignment Healthcare Inc. Common Stock
ALIM,Alimera Sciences Inc. Common Stock
ALKS,Alkermes plc Ordinary Shares
ALKT,Alkami Technology Inc. Common Stock
ALLK,Allakos Inc. Common Stock
ALLO,Allogene Therapeutics Inc. Common Stock
ALLR,Allarity Therapeutics Inc. Common Stock
ALLT,Allot Ltd. Ordinary Shares
ALNT,Allient Inc. Common Stock
ALNY,Alnylam Pharmaceuticals Inc. Common Stock
ALOT,AstroNova Inc. Common Stock
ALPN,Alpine Immune Sciences Inc. Common Stock
ALPP,Alpine 4 Holdings Inc. Class A Common Stock
ALRM,Alarm.com Holdings Inc. Common Stock
ALRN,Aileron Therapeutics Inc. Common Stock
ALRS,Alerus Financial Corporation Common Stock
ALSA,Alpha Star Acquisition Corporation Ordinary Shares
ALSAW,Alpha Star Acquisition Corporation Warrants
ALT,Altimmune Inc. Common Stock
ALTI,AlTi Global Inc. Class A Common Stock
ALTO,Alto Ingredients Inc. Common Stock
ALTR,Altair Engineering Inc. Class A Common Stock
ALTU,Altitude Acquisition Corp. Class A Common Stock
ALTUW,Altitude Acquisition Corp. Warrant
ALVO,Alvotech Ordinary Shares
ALVOW,Alvotech Warrant
ALVR,AlloVir Inc. Common Stock
ALXO,ALX Oncology Holdings Inc. Common Stock
ALYA,Alithya Group inc. Class A Subordinate Voting Shares
ALZN,Alzamend Neuro Inc. Common Stock
AMAL,Amalgamated Financial Corp. Common Stock (DE)
AMAM,Ambrx Biopharma Inc. Common Stock
AMAT,Applied Materials Inc. Common Stock
AMBA,Ambarella Inc. Ordinary Shares
AMCX,AMC Networks Inc. Class A Common Stock
AMD,Advanced Micro Devices Inc. Common Stock
AMED,Amedisys Inc Common Stock
AMEH,Apollo Medical Holdings Inc. Common Stock
AMGN,Amgen Inc. Common Stock
AMKR,Amkor Technology Inc. Common Stock
AMLI,American Lithium Corp. Common Stock
AMLX,Amylyx Pharmaceuticals Inc. Common Stock
AMNB,American National Bankshares Inc. Common Stock
AMPG,Amplitech Group Inc. Common Stock
AMPGW,Amplitech Group Inc. Warrants
AMPH,Amphastar Pharmaceuticals Inc. Common Stock
AMPL,Amplitude Inc. Class A Common Stock
AMRK,A-Mark Precious Metals Inc. Common Stock
AMRN,Amarin Corporation plc
AMSC,American Superconductor Corporation Common Stock
AMSF,AMERISAFE Inc. Common Stock
AMST,Amesite Inc. Common Stock
AMSWA,American Software Inc. Class A Common Stock
AMTI,Applied Molecular Transport Inc. Common Stock
AMTX,Aemetis Inc. (DE) Common Stock
AMWD,American Woodmark Corporation Common Stock
AMZN,Amazon.com Inc. Common Stock
ANAB,AnaptysBio Inc. Common Stock
ANDE,Andersons Inc. (The) Common Stock
ANEB,Anebulo Pharmaceuticals Inc. Common Stock
ANGH,Anghami Inc. Ordinary Shares
ANGHW,Anghami Inc. Warrants
ANGI,Angi Inc. Class A Common Stock
ANGO,AngioDynamics Inc. Common Stock
ANIK,Anika Therapeutics Inc. Common Stock
ANIP,ANI Pharmaceuticals Inc.
ANIX,Anixa Biosciences Inc. Common Stock
ANL,Adlai Nortye Ltd. American Depositary Shares
ANNX,Annexon Inc. Common Stock
ANSCU,Agriculture & Natural Solutions Acquisition Corporation Unit
ANSS,ANSYS Inc. Common Stock
ANTE,AirNet Technology Inc. American Depositary Shares
ANTX,AN2 Therapeutics Inc. Common Stock
ANY,Sphere 3D Corp. Common Shares
AOGO,Arogo Capital Acquisition Corp. Class A Common Stock
AOGOW,Arogo Capital Acquisition Corp. Warrant
AONC,American Oncology Network Inc. Class A Common Stock
AONCW,American Oncology Network Inc. Warrant
AOSL,Alpha and Omega Semiconductor Limited Common Shares
AOUT,American Outdoor Brands Inc. Common Stock
APA,APA Corporation Common Stock
APAC,StoneBridge Acquisition Corporation Class A Ordinary Shares
APACW,StoneBridge Acquisition Corporation Warrant
APCX,AppTech Payments Corp. Common Stock
APCXW,AppTech Payments Corp. Warrant
APDN,Applied DNA Sciences Inc. Common Stock
APEI,American Public Education Inc. Common Stock
APGE,Apogee Therapeutics Inc. Common Stock
API,Agora Inc. American Depositary Shares
APLD,Applied Digital Corporation Common Stock
APLM,Apollomics Inc. Class A Ordinary Shares
APLMW,Apollomics Inc. Warrant
APLS,Apellis Pharmaceuticals Inc. Common Stock
APLT,Applied Therapeutics Inc. Common Stock
APM,Aptorum Group Limited Class A Ordinary Shares
APOG,Apogee Enterprises Inc. Common Stock
APP,Applovin Corporation Class A Common Stock
APPF,AppFolio Inc. Class A Common Stock
APPN,Appian Corporation Class A Common Stock
APPS,Digital Turbine Inc. Common Stock
APRE,Aprea Therapeutics Inc. Common stock
APTM,Alpha Partners Technology Merger Corp. Class A Ordinary Shares
APTMW,Alpha Partners Technology Merger Corp. Warrant
APTO,Aptose Biosciences Inc. Common Shares
APVO,Aptevo Therapeutics Inc. Common Stock
APWC,Asia Pacific Wire & Cable Corporation Ltd. Ordinary Shares (Bermuda)
APXI,APx Acquisition Corp. I Class A Ordinary Share
APXIW,APx Acquisition Corp. I Warrant
APYX,Apyx Medical Corporation Common Stock
AQB,AquaBounty Technologies Inc. Common Stock
AQMS,Aqua Metals Inc. Common Stock
AQST,Aquestive Therapeutics Inc. Common Stock
AQU,Aquaron Acquisition Corp. Common Stock
ARAV,Aravive Inc. Common Stock
ARAY,Accuray Incorporated Common Stock
ARBB,ARB IOT Group Limited Ordinary Shares
ARBE,Arbe Robotics Ltd. Ordinary Shares
ARBEW,Arbe Robotics Ltd. Warrant
ARBK,Argo Blockchain plc American Depositary Shares
ARBKL,Argo Blockchain plc 8.75% Senior Notes due 2026
ARCB,ArcBest Corporation Common Stock
ARCC,Ares Capital Corporation Common Stock
ARCT,Arcturus Therapeutics Holdings Inc. Common Stock
ARDX,Ardelyx Inc. Common Stock
AREB,American Rebel Holdings Inc. Common Stock
AREBW,American Rebel Holdings Inc. Warrants
AREC,American Resources Corporation Class A Common Stock
ARGX,argenx SE American Depositary Shares
ARHS,Arhaus Inc. Class A Common Stock
ARIZ,Arisz Acquisition Corp. Common Stock
ARIZR,Arisz Acquisition Corp. Right
ARIZW,Arisz Acquisition Corp. Warrant
ARKO,ARKO Corp. Common Stock
ARKR,Ark Restaurants Corp. Common Stock
ARLP,Alliance Resource Partners L.P. Common Units representing Limited Partners Interests
ARM,Arm Holdings plc American Depositary Shares
AROW,Arrow Financial Corporation Common Stock
ARQQ,Arqit Quantum Inc. Ordinary Shares
ARQQW,Arqit Quantum Inc. Warrants
ARQT,Arcutis Biotherapeutics Inc. Common Stock
ARRW,Arrowroot Acquisition Corp. Class A common stock
ARRWU,Arrowroot Acquisition Corp. Unit
ARRWW,Arrowroot Acquisition Corp. Warrant
ARRY,Array Technologies Inc. Common Stock
ARTL,Artelo Biosciences Inc. Common Stock
ARTLW,Artelo Biosciences Inc. Warrant
ARTNA,Artesian Resources Corporation Class A Common Stock
ARTW,Art's-Way Manufacturing Co. Inc. Common Stock
ARVL,Arrival Ordinary Shares
ARVN,Arvinas Inc. Common Stock
ARWR,Arrowhead Pharmaceuticals Inc. Common Stock
ASCA,A SPAC I Acquisition Corp. Class A Ordinary Share
ASCAW,A SPAC I Acquisition Corp. Warrant
ASCBW,A SPAC II Acquisition Corp. Warrant
ASLE,AerSale Corporation Common Stock
ASLN,ASLAN Pharmaceuticals Limited American Depositary Shares
ASMB,Assembly Biosciences Inc. Common Stock
ASML,ASML Holding N.V. New York Registry Shares
ASND,Ascendis Pharma A/S American Depositary Shares
ASNS,Actelis Networks Inc. Common Stock
ASO,Academy Sports and Outdoors Inc. Common Stock
ASPI,ASP Isotopes Inc. Common Stock
ASPS,Altisource Portfolio Solutions S.A. Common Stock
ASRT,Assertio Holdings Inc. Common Stock
ASRV,AmeriServ Financial Inc. Common Stock
ASST,Asset Entities Inc. Class B Common Stock
ASTC,Astrotech Corporation (DE) Common Stock
ASTE,Astec Industries Inc. Common Stock
ASTI,Ascent Solar Technologies Inc. Common Stock
ASTL,Algoma Steel Group Inc. Common Shares
ASTLW,Algoma Steel Group Inc. Warrant
ASTR,Astra Space Inc. Class A Common Stock
ASTS,AST SpaceMobile Inc. Class A Common Stock
ASTSW,AST SpaceMobile Inc. Warrant
ASUR,Asure Software Inc Common Stock
ASYS,Amtech Systems Inc. Common Stock
ATAI,ATAI Life Sciences N.V. Common Shares
ATAK,Aurora Technology Acquisition Corp. Class A Ordinary Shares
ATAKU,Aurora Technology Acquisition Corp. Unit
ATAKW,Aurora Technology Acquisition Corp. Warrants
ATAT,Atour Lifestyle Holdings Limited American Depositary Shares
